,Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,extras/pool_name
1402,5/20/14,465.278,71343,248862,127179,8853416309,8.02E+16,25.752,670978102,0.0873,0.0465,8.136,9538,109.502,191122,19.144,0.302,unknown
1377,4/25/14,464.777,72468,226597,116925,6978842650,5.49E+16,38.655,238365713,0.0875,0.0465,7.912,3466,73.07,181970,19.187,0.3,Foundry USA
2109,4/26/16,463.109,250593,813097,338124,1.79E+11,1.26E+18,1.513,1159092093,0.624,0.0463,9.536,5112,126.838,446772,18.874,8.217,Poolin
1980,12/19/15,462.587,213719,653173,349534,93448670796,7.35E+17,2.493,1661560806,0.0763,0.0463,9.172,8497,151.534,450435,19.697,0.89,Foundry USA
1979,12/18/15,459.385,213678,611776,312764,81054834555,6.58E+17,2.976,1774288441,0.0812,0.0459,8.521,8838,245.411,409529,19.812,0.887,Foundry USA
1358,4/6/14,459.325,49859,212368,102363,6119726089,4.50E+16,38.632,169291985,0.0953,0.0459,9.536,4063,81.812,183764,19.264,0.274,F2Pool
2110,4/27/16,458.712,239306,875260,311692,1.79E+11,1.27E+18,1.179,1018777076,0.0884,0.0459,11.163,4757,119.287,424650,18.847,1.41,F2Pool
2122,5/9/16,458.102,226278,638160,298442,1.79E+11,1.56E+18,1.268,800566319,0.0819,0.0458,8.421,4223,130.831,416018,18.702,0.938,F2Pool
2120,5/7/16,457.988,201912,646440,255838,1.79E+11,1.35E+18,1.285,800165284,0.0853,0.0458,9.6,4287,120.602,371632,18.643,0.994,unknown
2121,5/8/16,457.595,188857,578072,254712,1.79E+11,1.44E+18,1.345,678869657,0.0842,0.0458,8.571,3924,114.291,357682,18.639,0.821,Luxor
2108,4/25/16,457.376,217437,874402,304689,1.79E+11,1.14E+18,1.291,1041375335,0.0911,0.0457,11.339,5714,127.01,444197,18.865,1.346,Foundry USA
1352,3/31/14,457.005,64862,209396,114652,5006860589,4.04E+16,51.047,320182201,0.089,0.0457,8,5306,109.988,170327,19.284,0.281,BTC.com
1976,12/15/15,456.742,223815,621309,340228,79102380900,7.50E+17,2.812,1865807809,0.0816,0.0457,7.869,9122,209.696,424449,19.969,0.867,Foundry USA
1977,12/16/15,456.521,220257,676230,327220,79102380900,6.95E+17,2.702,1918673569,0.0775,0.0457,8.834,9318,213.286,413586,19.928,0.91,Foundry USA
1378,4/26/14,456.496,52012,179961,87285,6978842650,6.13E+16,30.409,139566626,0.0802,0.0456,8.834,2902,77.477,135298,19.179,0.224,ViaBTC
1522,9/17/14,456.38,80119,240563,133776,29829733124,2.73E+17,7.806,169431581,0.0699,0.0456,7.742,2636,110.753,170439,19.806,0.264,F2Pool
2128,5/15/16,455.975,200032,777614,257651,1.94E+11,1.42E+18,1.134,848145394,0.104,0.0456,10.36,4649,133.195,379361,18.514,1.297,Foundry USA
2129,5/16/16,455.809,239668,906681,306878,1.94E+11,1.32E+18,1.236,1079445374,0.115,0.0456,10.213,5107,167.541,447210,18.523,1.689,unknown
1978,12/17/15,455.108,216142,676525,315139,79102380900,6.17E+17,2.887,1812196236,0.0793,0.0455,9.29,8825,232.901,417820,19.804,0.963,ViaBTC
2127,5/14/16,455.025,211136,812260,270237,1.94E+11,1.39E+18,1.197,777516371,0.103,0.0455,10,4110,116.051,401833,18.509,1.317,AntPool
2000,1/8/16,454.849,181234,583567,281590,1.04E+11,8.51E+17,2.33,477344820,0.0816,0.0455,8.324,2990,114.43,360597,19.38,0.747,F2Pool
2123,5/10/16,454.748,245563,726826,304755,1.79E+11,1.44E+18,1.266,896691674,0.0891,0.0455,9.114,4089,137.421,425757,18.654,1.204,Foundry USA
1986,12/25/15,454.511,180221,528161,250502,93448670796,6.45E+17,2.875,1693227788,0.0746,0.0455,8.889,10161,308.912,341093,19.463,0.726,Foundry USA
2126,5/13/16,454.247,231994,762611,290669,1.94E+11,1.43E+18,1.218,1038481806,0.0932,0.0454,9.474,5040,153.7,393696,18.558,1.237,AntPool
1985,12/24/15,454.111,210090,729549,297704,93448670796,7.06E+17,2.243,2045936889,0.0785,0.0454,10.435,10119,291.35,409699,19.509,1.043,AntPool
1359,4/7/14,454.031,65659,243620,107046,6119726089,4.63E+16,37.171,192222050,0.0982,0.0454,9.536,3183,95.252,159168,19.267,0.375,F2Pool
2131,5/18/16,453.949,234930,873649,303354,1.94E+11,1.37E+18,1.29,909649446,0.113,0.0493,9.412,4341,135.844,459724,18.462,1.501,Foundry USA
1981,12/20/15,453.641,193682,599984,306859,93448670796,7.64E+17,2.468,1708217091,0.0785,0.0454,8.727,9260,222.668,365783,19.689,0.807,Foundry USA
1383,5/1/14,453.541,59482,191897,101423,8000872136,5.98E+16,33.477,182138012,0.0827,0.0454,8.182,3336,81.519,154675,19.153,0.247,Foundry USA
2130,5/17/16,453.459,238485,867850,297578,1.94E+11,1.43E+18,1.133,1048162645,0.111,0.0493,10.213,5134,155.718,435799,18.455,1.632,Foundry USA
1218,11/17/13,453.251,51137,140176,67792,542721010,5.17E+15,409.028,474196290,0.151,0.0453,7.742,10533,246.232,107730,21.373,0.367,Foundry USA
2107,4/24/16,452.604,183023,727957,269400,1.79E+11,1.23E+18,1.223,771265952,0.0823,0.0453,10.909,5491,97.899,402357,18.991,0.999,Binance Pool
2124,5/11/16,452.584,234279,812933,293713,1.91E+11,1.39E+18,1.094,1036210701,0.0886,0.0453,10.827,4843,139.332,409881,18.561,1.362,Foundry USA
2113,4/30/16,451.828,215566,757466,284748,1.79E+11,1.34E+18,1.241,782214893,0.0857,0.0452,9.863,3974,94.884,382726,18.778,1.108,AntPool
1357,4/5/14,451.812,55624,191975,101665,5560039346,5.29E+16,36.63,270047698,0.0907,0.0452,8.421,5972,83.139,153960,19.215,0.261,Foundry USA
2119,5/6/16,451.464,233070,685806,287516,1.79E+11,1.42E+18,1.302,919355237,0.0862,0.0451,8.889,4488,126.861,392060,18.887,1.088,AntPool
1360,4/8/14,451.41,67707,292598,112226,6119726089,4.36E+16,34.871,173008333,0.0984,0.0451,10.746,3030,110.508,165531,19.221,0.44,ViaBTC
2125,5/12/16,451.025,228270,779911,286380,1.94E+11,1.31E+18,1.213,946838203,0.0924,0.0451,10.36,4529,148.858,413347,18.569,1.328,F2Pool
1379,4/27/14,450.932,52452,180924,85171,6978842650,5.79E+16,34.548,121603221,0.101,0.0451,8.136,2526,65.825,171950,19.182,0.266,Foundry USA
2139,5/26/16,450.845,219956,820396,291764,1.99E+11,1.37E+18,1.125,1368033643,0.114,0.0521,10.667,7431,139.342,413798,18.826,1.623,Foundry USA
2114,5/1/16,449.954,191275,625635,258379,1.79E+11,1.36E+18,1.291,772130419,0.0812,0.045,9.29,4412,83.691,375655,18.712,0.883,AntPool
2001,1/9/16,449.909,179817,638583,307207,1.04E+11,8.29E+17,2.066,319237660,0.0756,0.045,9.536,2116,74.476,399868,19.376,0.795,AntPool
1392,5/10/14,449.566,56237,170673,88498,8000872136,6.88E+16,29.304,283084053,0.0807,0.045,8.045,5322,61.765,135616,19.134,0.226,Foundry USA
2132,5/19/16,449.494,219025,955400,286434,1.94E+11,1.27E+18,1.079,952749618,0.113,0.0519,12,5228,140.816,400946,18.398,1.801,Foundry USA
1935,11/4/15,449.287,204043,784045,338440,62253982450,4.71E+17,3.739,4833933978,0.0989,0.0449,9.29,22854,204.537,431681,20.016,1.147,F2Pool
2112,4/29/16,449.257,261726,812765,322420,1.79E+11,1.29E+18,1.389,942003650,0.0857,0.0449,9.114,4323,100.948,464315,18.773,1.249,F2Pool
1384,5/2/14,448.574,59820,211466,92605,8000872136,6.91E+16,26.193,276721842,0.0891,0.0449,8.944,4774,71.922,143742,19.088,0.295,Foundry USA
2138,5/25/16,448.097,247703,870456,312886,1.99E+11,1.36E+18,1.155,1245321409,0.108,0.0518,10.435,6038,118.198,450438,18.747,1.707,ViaBTC
1999,1/7/16,447.946,190087,704633,295859,1.04E+11,7.60E+17,2.187,649654997,0.0872,0.0448,9.796,3777,118.683,359906,19.454,0.998,extras/pool_name
2003,1/11/16,447.174,191026,656298,295362,1.04E+11,9.02E+17,2.125,583290721,0.084,0.0447,8.471,4270,108.896,391385,19.304,0.838,AntPool
1361,4/9/14,447.11,64992,243742,122401,6119726089,4.68E+16,38.678,239212041,0.139,0.0447,8.944,4115,100.42,179274,19.211,0.502,unknown
2117,5/4/16,446.988,233524,706967,288032,1.79E+11,1.43E+18,1.319,904027881,0.0903,0.0447,8.623,4400,140.974,412465,19.206,1.118,Foundry USA
2118,5/5/16,446.657,229418,704442,285108,1.79E+11,1.40E+18,1.252,880230655,0.0862,0.0447,9.29,4219,129.022,396794,19.061,1.13,Foundry USA
2116,5/3/16,446.352,235458,778147,288409,1.79E+11,1.39E+18,1.228,908510479,0.0851,0.0446,9.536,4303,133.861,421903,18.662,1.175,Binance Pool
1399,5/17/14,446.281,53338,188935,84987,8853416309,7.96E+16,24.313,203239320,0.0779,0.0446,8.324,3989,69.196,148446,19.147,0.215,extras/pool_name
2115,5/2/16,446.236,223628,751003,286365,1.79E+11,1.36E+18,1.3,964214470,0.0901,0.0446,9.172,4882,126.299,423025,18.664,1.138,Luxor
1366,4/14/14,445.898,70026,216048,127969,6119726089,5.68E+16,37.973,253143718,0.0977,0.0446,7.461,3990,115.249,183291,19.146,0.318,ViaBTC
2106,4/23/16,445.852,185072,654579,266608,1.79E+11,1.32E+18,1.223,857657973,0.0799,0.0446,10,8245,103.667,399410,19.018,0.913,AntPool
1397,5/15/14,445.787,74722,247251,119331,8853416309,7.29E+16,26.216,327736411,0.0764,0.0446,8.421,4846,63.165,177032,19.138,0.299,ViaBTC
2004,1/12/16,445.538,194704,606834,305776,1.04E+11,8.87E+17,2.152,491023638,0.0794,0.0446,8.471,2920,108.444,388756,19.412,0.811,Foundry USA
2105,4/22/16,445.474,210833,774829,288306,1.79E+11,1.26E+18,1.277,1047685287,0.0902,0.0445,10.07,11172,137.192,391327,19.017,1.181,MARA Pool
1400,5/18/14,445.298,49740,185382,90629,8853416309,7.25E+16,26.472,110697064,0.078,0.0445,8.372,2386,67.876,177716,19.152,0.203,F2Pool
2137,5/24/16,445.089,246370,849884,312870,1.95E+11,1.50E+18,1.109,833836164,0.108,0.047,9.796,4536,118.229,462383,18.577,1.595,Foundry USA
1401,5/19/14,445.022,63926,240557,107520,8853416309,7.50E+16,25.001,217637354,0.0794,0.0445,8.571,3620,92.427,185595,19.151,0.272,AntPool
1398,5/16/14,444.766,65181,209941,93719,8853416309,7.69E+16,26.235,270222734,0.0793,0.0445,8,4357,79.002,155531,19.151,0.257,AntPool
2002,1/10/16,444.408,161142,522339,270575,1.04E+11,8.50E+17,2.301,450676870,0.0771,0.0444,8.229,3189,85.17,374094,19.406,0.636,unknown
1356,4/4/14,444.394,65497,197978,121316,5006860589,4.94E+16,44.018,241813005,0.0917,0.0444,7.385,4489,112.786,178186,19.243,0.277,Foundry USA
2111,4/28/16,444.29,247822,897397,297571,1.79E+11,1.17E+18,1.297,1042424815,0.089,0.0444,10.667,4840,111.561,418528,18.788,1.45,F2Pool
1382,4/30/14,444.261,63501,270251,109507,8000872136,6.38E+16,23.949,186710324,0.0906,0.0444,10.511,3343,96.06,166103,19.131,0.378,Foundry USA
1391,5/9/14,443.871,66123,217006,105816,8000872136,6.67E+16,28.392,538973426,0.105,0.0444,8.471,8264,78.103,163287,19.13,0.366,ViaBTC
1381,4/29/14,443.354,64886,227145,110736,7026656895,5.52E+16,34.459,222912073,0.0862,0.0443,8.421,3811,80.982,169787,19.135,0.295,Foundry USA
2104,4/21/16,443.215,212644,731708,302938,1.79E+11,1.45E+18,1.17,1130862864,0.0893,0.0443,9.536,10483,133.213,415543,19.069,1.122,Foundry USA
1393,5/11/14,442.545,52438,217898,81152,8000872136,6.89E+16,24.482,185495914,0.0819,0.0443,9.474,3707,55.039,165515,19.136,0.255,Foundry USA
2134,5/21/16,442.068,191320,891215,260801,1.94E+11,1.32E+18,1.197,551523877,0.131,0.0477,10.213,3639,113.54,415312,18.469,1.588,F2Pool
2136,5/23/16,441.669,222574,646188,300753,1.94E+11,1.81E+18,1.113,717658537,0.109,0.0462,8,4230,130.167,437689,18.527,1.203,Foundry USA
1396,5/14/14,441.538,69658,263230,106493,8853416309,6.82E+16,24.358,290728808,0.0766,0.0442,9.6,4541,74.131,160924,19.122,0.322,Foundry USA
2133,5/20/16,441.529,209247,781575,274483,1.94E+11,1.40E+18,1.19,710545520,0.109,0.0511,9.664,4496,132.37,397298,18.43,1.367,AntPool
1975,12/14/15,441.485,231282,629881,335444,79102380900,6.71E+17,3.236,2008904200,0.0774,0.0441,7.385,9486,219.558,477652,19.899,0.825,F2Pool
2135,5/22/16,441.268,184164,603499,252107,1.94E+11,1.66E+18,1.237,520670205,0.104,0.0461,7.826,3613,107.369,393300,18.473,0.931,F2Pool
1984,12/23/15,440.857,220918,686848,306698,93448670796,7.49E+17,2.333,1896949174,0.0794,0.0441,9.172,8950,258.198,415266,19.514,1.005,Foundry USA
1390,5/8/14,440.75,68770,231193,111716,8000872136,6.41E+16,28.806,564322575,0.0871,0.0441,8.623,8450,73.486,166794,19.141,0.325,SBI Crypto
1385,5/3/14,439.48,54015,203445,70902,8000872136,6.03E+16,25.963,227139061,0.0837,0.0439,10.141,4454,59.135,117096,19.086,0.29,AntPool
1983,12/22/15,439.047,222567,749711,329137,93448670796,6.63E+17,2.508,2022969093,0.0772,0.0439,9.6,9453,244.393,419228,19.531,1.033,Foundry USA
2044,2/21/16,438.567,206489,845680,327450,1.63E+11,1.10E+18,1.287,1757389978,0.0856,0.0439,11.25,8911,219.441,455324,19.535,1.245,F2Pool
1523,9/18/14,438.518,77185,236621,134311,29829733124,2.72E+17,7.221,231461686,0.0701,0.0439,8.045,3951,131.235,171901,19.848,0.276,Foundry USA
1394,5/12/14,438.129,74254,256510,98608,8359564502,6.40E+16,28.153,221368625,0.0822,0.0438,8.78,3210,71.054,154800,19.125,0.339,ViaBTC
1982,12/21/15,437.468,229295,766445,336590,93448670796,7.47E+17,2.205,2183923150,0.0784,0.0437,9.664,10197,249.933,446717,19.55,1.092,Foundry USA
1395,5/13/14,437.341,69195,231737,95943,8853416309,7.32E+16,24.27,278255482,0.0782,0.0437,8.889,4227,76.029,149516,19.115,0.305,unknown
2045,2/22/16,437.065,237569,898157,373503,1.63E+11,1.04E+18,1.354,1857114236,0.0843,0.0437,11.339,8202,204.59,439234,19.546,1.423,AntPool
2052,2/29/16,436.765,265187,913216,391910,1.63E+11,1.12E+18,1.316,4224600109,0.091,0.0437,10.827,16341,329.906,491300,19.472,1.636,BTC.com
2103,4/20/16,436.562,216615,696843,298051,1.79E+11,1.33E+18,1.367,964275768,0.0871,0.0437,8.727,8209,134.059,411908,19.119,1.038,AntPool
1380,4/28/14,435.888,64394,238892,111451,6978842650,5.85E+16,28.393,224460196,0.0866,0.0436,9.474,3827,88.369,167559,19.215,0.336,Foundry USA
1974,12/13/15,435.76,189772,688748,300351,79102380900,6.15E+17,2.537,2166948549,0.0764,0.0436,10.141,12143,254.9,416464,20.002,0.929,F2Pool
1389,5/7/14,435.189,69666,244147,109160,8000872136,7.12E+16,24.362,334885800,0.0846,0.0435,9.057,5144,82.079,161847,19.103,0.34,unknown
1355,4/3/14,434.951,66820,175120,90280,5006860589,5.26E+16,42.285,285196047,0.0875,0.0435,7.059,5069,107.848,168624,19.317,0.264,unknown
2053,3/1/16,434.676,276953,904953,403197,1.63E+11,1.07E+18,1.455,4642360608,0.0943,0.0435,10.213,17265,284.384,477531,19.106,1.676,Foundry USA
1386,5/4/14,434.535,51618,201481,73760,8000872136,5.92E+16,27.769,171345329,0.0832,0.0435,9.536,3529,61.051,156696,19.094,0.262,Foundry USA
1994,1/2/16,433.24,148893,579661,260130,1.04E+11,7.05E+17,2.248,316052129,0.0913,0.0433,9.931,3010,74.207,378897,19.527,0.859,ViaBTC
1993,1/1/16,432.258,123957,493324,201778,1.04E+11,7.14E+17,2.054,379076692,0.0691,0.0432,10.667,3327,99.324,264236,19.532,0.584,Foundry USA
2050,2/27/16,432.256,182030,673816,300181,1.63E+11,1.09E+18,1.467,923887204,0.0887,0.0432,9.796,6000,107.454,415896,19.559,1.007,F2Pool
1997,1/5/16,432.241,182214,641696,291077,1.04E+11,8.45E+17,2.025,539740982,0.0766,0.0432,9.172,3294,110.589,371034,19.562,0.816,ViaBTC
1972,12/11/15,432.058,210099,637173,309543,79102380900,7.51E+17,2.326,1536195363,0.089,0.0432,9,7828,268.653,380296,20.064,1.071,F2Pool
1973,12/12/15,432.019,203979,689092,350922,79102380900,6.36E+17,2.775,1357846160,0.0783,0.0432,8.889,7249,190.416,474525,20.041,0.905,unknown
1996,1/4/16,431.819,181173,556888,279282,1.04E+11,8.50E+17,2.314,403527082,0.0733,0.0432,7.956,2536,93.149,359733,19.554,0.676,Foundry USA
1387,5/5/14,431.727,67638,298957,96210,8000872136,5.39E+16,25.148,252136525,0.0864,0.0432,11.52,4084,72.659,148135,19.107,0.432,Foundry USA
2054,3/2/16,431.575,270049,900198,399762,1.63E+11,1.22E+18,1.421,2347458168,0.147,0.0432,9.172,9129,284.898,498562,19.386,2.295,ViaBTC
2006,1/14/16,430.349,183049,718484,291829,1.13E+11,7.56E+17,1.91,461847303,0.0748,0.043,10.827,2880,120.637,364296,19.423,0.949,AntPool
2043,2/20/16,430.082,215578,737687,336835,1.63E+11,1.19E+18,1.365,1704135948,0.0825,0.043,9.6,8369,202.225,445276,19.539,1.091,AntPool
1998,1/6/16,429.829,171949,662297,261494,1.04E+11,7.47E+17,2.045,515346367,0.076,0.043,10.213,3335,114.298,341777,19.458,0.856,AntPool
2099,4/16/16,429.738,181866,674649,259729,1.79E+11,1.25E+18,1.195,1040045939,0.0806,0.043,10.435,7203,107.392,377708,19.11,0.98,extras/pool_name
1995,1/3/16,429.271,142463,554573,244440,1.04E+11,7.77E+17,2.016,335024463,0.0726,0.0429,9.931,2697,91.521,322323,19.514,0.661,unknown
2051,2/28/16,429.127,233302,776484,332064,1.63E+11,1.20E+18,1.211,3543495229,0.0818,0.0429,10.746,15603,256.579,431474,19.54,1.311,MARA Pool
1991,12/30/15,428.988,176282,553996,273408,93448670796,7.67E+17,2.325,494504373,0.0749,0.0429,8.727,5625,107.503,373265,19.467,0.742,ViaBTC
2102,4/19/16,428.717,226361,749784,308771,1.79E+11,1.29E+18,1.258,915868397,0.0824,0.0429,9.6,7012,133.018,416218,19.108,1.147,unknown
1579,11/13/14,428.535,92813,381040,157137,39603666252,2.75E+17,5.674,609505232,0.0664,0.0429,9.931,7575,129.617,185694,20.209,0.396,Foundry USA
1529,9/24/14,428.517,74818,285427,130868,29829733124,2.33E+17,7.199,172228796,0.0708,0.0429,9.231,5141,108.534,163682,19.886,0.316,unknown
2005,1/13/16,428.513,187983,676273,287901,1.10E+11,8.93E+17,1.791,528824982,0.0781,0.0429,9.73,3205,121.374,346613,19.419,0.919,MARA Pool
1987,12/26/15,428.423,179192,542753,283834,93448670796,8.09E+17,2.28,1099216671,0.075,0.0428,8.421,6646,109.723,370306,19.508,0.729,Foundry USA
2100,4/17/16,427.826,192270,659208,282922,1.79E+11,1.34E+18,1.275,857769514,0.0763,0.0428,9.114,5861,113.723,402557,19.109,0.861,F2Pool
2046,2/23/16,427.514,244612,883107,376797,1.63E+11,1.11E+18,1.33,1585143798,0.0845,0.0428,10.588,6971,181.651,461062,19.553,1.403,Braiins Pool
1388,5/6/14,427.341,77034,219138,110414,8000872136,6.46E+16,32.203,273604903,0.0832,0.0427,7.423,3738,74.424,168404,19.113,0.309,Foundry USA
2101,4/18/16,427.315,220261,837546,298954,1.79E+11,1.27E+18,1.141,840392929,0.0918,0.0427,10.746,7681,128.269,426792,19.08,1.394,AntPool
2098,4/15/16,426.47,212039,792496,286025,1.79E+11,1.36E+18,1.103,884143010,0.0899,0.0426,10.36,7690,146.428,379338,19.264,1.27,AntPool
1992,12/31/15,425.418,155220,554812,233590,99178743060,7.43E+17,2.047,446419196,0.0699,0.0425,10.141,3189,104.33,329915,19.505,0.714,Foundry USA
1364,4/12/14,425.31,47579,169964,87828,6119726089,4.97E+16,34.498,157264741,0.0811,0.0425,8.944,3574,84.408,132283,19.145,0.226,Foundry USA
1990,12/29/15,425.095,184459,620992,274236,93448670796,7.20E+17,2.365,619105764,0.0722,0.0425,9.057,4983,123.618,370066,19.483,0.783,SBI Crypto
2049,2/26/16,424.262,203495,765152,324908,1.63E+11,1.25E+18,1.2,1285162548,0.0883,0.0424,10.286,6920,173.562,424471,19.55,1.197,Binance Pool
1989,12/28/15,424.113,172978,656033,269352,93448670796,8.22E+17,1.964,721741568,0.0764,0.0424,9.536,5340,124.794,366698,19.493,0.819,unknown
2095,4/12/16,423.767,240058,835597,318024,1.67E+11,1.26E+18,1.26,919964293,0.0896,0.0424,9.73,6212,129.996,467842,19.356,1.354,unknown
2096,4/13/16,423.615,223342,707182,306203,1.67E+11,1.32E+18,1.326,952267040,0.0868,0.0424,8.78,6097,136.326,432307,19.401,1.104,Foundry USA
2080,3/28/16,423.456,195910,674450,278805,1.65E+11,1.21E+18,1.5,727727230,0.0998,0.0423,8.471,4501,121.983,458611,19.963,1.075,Foundry USA
2048,2/25/16,423.3,216135,798942,345734,1.63E+11,1.10E+18,1.503,1245035812,0.0899,0.0423,9.29,6056,165.218,475481,19.535,1.171,ViaBTC
2097,4/14/16,423.23,227764,714189,305310,1.74E+11,1.38E+18,1.274,805869657,0.0834,0.0423,8.78,5502,131.661,421428,19.318,1.083,ViaBTC
2055,3/3/16,421.323,221517,920750,337358,1.63E+11,1.14E+18,1.266,1389892162,0.107,0.0421,10.667,6705,207.207,484425,19.441,1.636,unknown
2089,4/6/16,421.292,219133,706354,303425,1.67E+11,1.27E+18,1.319,729003161,0.112,0.0421,9.172,4602,129.969,418091,19.456,1.468,unknown
2047,2/24/16,421.19,224809,918082,332184,1.63E+11,1.04E+18,1.215,1458057655,0.0862,0.0421,12.203,6950,168.434,410824,19.52,1.536,Foundry USA
2088,4/5/16,420.973,216021,741596,295830,1.67E+11,1.31E+18,1.261,700577042,0.0934,0.0421,9.29,4392,121.912,411003,19.466,1.223,Foundry USA
2041,2/18/16,420.743,212810,650812,336132,1.44E+11,1.20E+18,1.499,1544984290,0.0857,0.0421,8.521,7608,176.76,419151,19.533,1.016,Binance Pool
2042,2/19/16,420.701,217291,767033,338029,1.53E+11,1.19E+18,1.296,1930946166,0.0889,0.0421,9.931,9406,186.092,436520,19.508,1.252,AntPool
2091,4/8/16,420.314,214047,717973,285957,1.67E+11,1.19E+18,1.285,735260833,0.0855,0.042,10,5350,132.915,374081,19.397,1.196,ViaBTC
2094,4/11/16,420.07,229887,770888,295286,1.67E+11,1.31E+18,1.245,659367895,0.0916,0.042,9.412,4691,128.625,423078,19.386,1.294,ViaBTC
2090,4/7/16,420.006,218324,758160,292183,1.67E+11,1.21E+18,1.218,825753776,0.0861,0.042,10.36,5308,126.065,387867,19.43,1.272,SBI Crypto
2063,3/11/16,419.577,189656,614238,270333,1.58E+11,1.28E+18,1.321,904239471,0.088,0.042,9,5221,115.3,386404,19.528,0.985,SBI Crypto
2056,3/4/16,419.557,207330,786489,301562,1.63E+11,1.23E+18,1.343,3054049581,0.104,0.0474,9.29,15091,185.649,467261,19.693,1.314,Foundry USA
2079,3/27/16,419.438,160125,629374,243666,1.65E+11,1.24E+18,1.202,657345438,0.0832,0.0419,10.213,4587,99.331,348069,19.877,0.893,Foundry USA
2093,4/10/16,418.889,186781,553217,267561,1.67E+11,1.44E+18,1.272,610270067,0.0746,0.0419,8.324,4506,101.692,348807,19.408,0.764,Foundry USA
2087,4/4/16,418.564,208763,669604,300628,1.67E+11,1.34E+18,1.309,698645900,0.0904,0.0419,8.675,4267,123.973,417170,19.464,1.075,Foundry USA
1217,11/16/13,418.345,46981,117371,65478,510929738,4.89E+15,416.564,582183182,0.127,0.0418,7.423,13645,291.213,103890,21.35,0.294,Foundry USA
2069,3/17/16,418.234,208178,746679,306174,1.58E+11,1.14E+18,1.309,3204973917,0.0931,0.0418,10.213,16034,152.866,430484,19.543,1.298,MARA Pool
2085,4/2/16,418.138,183364,798776,269808,1.67E+11,1.27E+18,1.159,636174074,0.113,0.0418,10.36,4003,110.222,417620,19.582,1.41,AntPool
2086,4/3/16,417.978,178287,726970,270481,1.67E+11,1.15E+18,1.312,564408947,0.102,0.0418,10.141,3653,104.453,400279,19.546,1.214,Foundry USA
2081,3/29/16,417.945,197252,836367,289705,1.65E+11,1.38E+18,1.204,688532071,0.122,0.0418,9.172,4513,125.342,528452,19.656,1.452,Foundry USA
1970,12/9/15,417.576,220155,687641,342698,79102380900,6.96E+17,2.542,1514603698,0.0708,0.0418,8.571,7508,251.091,425026,20.031,0.881,AntPool
