,Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,extras/pool_name
1220,11/19/13,601.887,92746,312428,133192,609482680,4.66E+15,523.522,1217431210,0.205,0.0602,8.944,14722,601.887,207754,21.43,0.78,unknown
1468,7/25/14,600.002,61335,230586,117259,17439393635,1.33E+17,18.451,257921412,0.101,0.06,8.834,4916,122.833,157477,19.231,0.253,AntPool
1222,11/21/13,599.545,71672,273953,98390,609482680,4.69E+15,482.458,1207083771,0.222,0.06,9.6,18483,359.427,188789,21.348,0.705,F2Pool
2259,9/23/16,599.46,223051,805178,310523,2.26E+11,1.53E+18,0.689,851974361,0.161,0.0958,10.588,6051,192.569,422012,18.624,3.414,F2Pool
1435,6/22/14,598.9,49924,176799,98486,13462580115,1.33E+17,20.244,297499507,0.108,0.0599,8,6217,89.745,184268,19.962,0.201,F2Pool
2257,9/21/16,597.916,239050,711269,321723,2.26E+11,1.71E+18,0.749,779154732,0.162,0.105,8.675,4666,178.95,459657,18.618,3.038,Foundry USA
2258,9/22/16,597.849,231086,762499,310343,2.26E+11,1.84E+18,0.592,969941995,0.162,0.106,10.213,6015,192.074,431972,18.625,3.439,F2Pool
1313,2/20/14,597.613,70967,226416,124244,3129573175,2.80E+16,94.72,307476071,0.125,0.0598,8.136,4549,184.785,181061,21.362,0.335,AntPool
1430,6/17/14,596.985,69893,214537,124137,11756551917,1.10E+17,25.114,257395564,0.103,0.0597,7.826,4137,115.87,185466,19.911,0.261,Foundry USA
1441,6/28/14,596.82,54210,178257,92420,13462580115,1.24E+17,21.887,174924667,0.102,0.0597,7.912,3669,88.217,143868,19.455,0.204,Binance Pool
1429,6/16/14,596.048,68074,216368,118081,11756551917,1.10E+17,25.426,411294020,0.105,0.0596,7.66,6489,98.576,177999,19.919,0.255,unknown
1470,7/27/14,596.029,51838,218577,94585,18736441558,1.42E+17,16.139,118170997,0.102,0.0596,9.412,2923,73.959,170031,19.237,0.233,AntPool
1341,3/20/14,596.009,70825,216573,99766,4250217920,3.61E+16,73.325,372024075,0.116,0.0596,8.136,5707,118.3,166842,19.068,0.31,Binance Pool
1426,6/13/14,595.946,64576,230976,112289,11756551917,9.71E+16,25.093,409408533,0.107,0.0596,8.834,6852,116.131,173970,19.905,0.283,AntPool
2207,8/2/16,595.245,250944,859259,322032,2.11E+11,1.69E+18,0.707,1511811162,0.193,0.119,9.351,8385,270.347,470680,19.126,4.059,Binance Pool
1442,6/29/14,594.664,48937,196774,88581,15429083781,1.39E+17,16.834,171090642,0.106,0.0595,9.172,4216,79.418,173904,19.437,0.222,AntPool
1469,7/26/14,594.585,56199,228200,91653,18736441558,1.36E+17,14.706,154507385,0.0925,0.0595,10.746,3204,77.897,125239,19.241,0.261,MARA Pool
1412,5/30/14,593.201,64960,220048,99346,10455720138,8.10E+16,30.648,510441876,0.106,0.0593,8.623,8528,145.138,152485,19.781,0.278,F2Pool
2216,8/11/16,592.19,254365,860390,330506,2.02E+11,1.39E+18,0.835,784485327,0.186,0.118,9.6,5245,177.694,463192,18.821,4.091,Binance Pool
1475,8/1/14,591.067,67758,243207,117308,18736441558,1.44E+17,16.136,226223625,0.0932,0.0591,9.172,4004,115.646,153126,19.336,0.272,F2Pool
1433,6/20/14,590.957,57195,178353,103836,13462580115,1.18E+17,23.422,305212563,0.111,0.0591,7.742,5720,113.763,155552,19.958,0.231,AntPool
1482,8/8/14,590.585,68139,252593,121727,19534776726,1.53E+17,15.245,164874157,0.0968,0.0591,9.114,2923,99.077,153588,19.439,0.283,Foundry USA
1476,8/2/14,590.42,54826,190120,93466,18736441558,1.50E+17,16.082,180926015,0.0912,0.059,8.834,4101,95.498,128052,19.363,0.208,Foundry USA
2215,8/10/16,589.594,244589,834539,319379,2.02E+11,1.46E+18,0.795,910509059,0.182,0.113,9.536,5238,175.258,488493,19.084,3.85,Luxor
1434,6/21/14,589.485,50987,168056,99168,13462580115,1.26E+17,21.869,249324414,0.106,0.0589,7.742,5256,99.557,154028,19.967,0.198,F2Pool
1436,6/23/14,589.476,60040,204279,104474,13462580115,1.11E+17,23.387,319774134,0.111,0.0589,8.182,6069,130.83,163666,19.809,0.257,Foundry USA
2212,8/7/16,589.396,192266,768238,248428,2.02E+11,1.52E+18,0.744,607206279,0.205,0.106,9.73,5744,207.689,390587,19.268,3.497,F2Pool
2213,8/8/16,589.032,235147,839163,303025,2.02E+11,1.45E+18,0.785,656253005,0.217,0.11,9.73,4933,182.989,469541,19.28,4.467,AntPool
2167,6/23/16,588.926,241160,919713,340175,2.09E+11,1.43E+18,1.471,1537726813,0.184,0.094,10.286,7707,184.295,496189,19.276,2.107,ViaBTC
1484,8/10/14,588.101,57736,206494,107462,19729645941,1.77E+17,14.72,179284090,0.1,0.0588,8.136,3655,79.471,176919,19.431,0.222,Foundry USA
1308,2/15/14,587.908,61709,180053,97135,2621404453,2.39E+16,115.166,543021301,0.12,0.0588,7.701,10455,150.086,150516,21.155,0.269,Foundry USA
2217,8/12/16,586.987,232824,805191,307572,2.02E+11,1.53E+18,0.744,828930539,0.178,0.107,9.664,4847,215.464,437955,18.774,3.662,Foundry USA
2218,8/13/16,586.74,214406,665032,274992,2.02E+11,1.64E+18,0.752,608757705,0.172,0.0987,8.834,5602,210.047,410826,18.771,2.99,Foundry USA
1483,8/9/14,586.527,60417,191080,103002,19729645941,1.66E+17,16.117,177737615,0.0904,0.0587,7.912,3458,75.368,132163,19.445,0.205,Foundry USA
2214,8/9/16,586.113,231276,880452,306931,2.02E+11,1.47E+18,0.648,920698003,0.188,0.113,11.613,5678,205.026,430639,19.242,4.576,AntPool
1478,8/4/14,585.95,67719,301223,101779,18736441558,1.30E+17,14.489,187199525,0.096,0.0586,11.25,3658,110.791,150211,19.37,0.346,ViaBTC
1437,6/24/14,585.681,64695,201971,116761,13462580115,1.25E+17,22.066,471487883,0.1,0.0586,7.66,7880,119.793,176003,19.473,0.236,Foundry USA
1471,7/28/14,585.359,64594,254071,115282,18736441558,1.31E+17,16.789,249396908,0.0938,0.0585,9.6,4313,114.474,152329,19.245,0.276,F2Pool
1472,7/29/14,584.376,61458,241481,111476,18736441558,1.42E+17,15.408,249856831,0.0988,0.0584,9.664,4609,115.234,145269,19.261,0.279,F2Pool
2228,8/23/16,584.169,238874,828889,315492,2.17E+11,1.68E+18,0.663,1010822720,0.165,0.106,9.796,5109,167.68,452155,18.516,3.553,Foundry USA
1485,8/11/14,583.969,75393,247349,136097,19729645941,1.74E+17,15.336,277635576,0.0949,0.0584,7.912,4276,93.633,170210,19.428,0.269,AntPool
1440,6/27/14,583.871,62769,183965,114481,13462580115,1.23E+17,23.439,253524192,0.0995,0.0584,7.31,4489,111.734,168127,19.461,0.218,Foundry USA
1481,8/7/14,583.85,69753,249705,120499,18736441558,1.52E+17,15.401,203990348,0.0919,0.0584,9,3643,101.726,159935,19.441,0.274,Foundry USA
1477,8/3/14,583.32,53467,198403,87016,18736441558,1.53E+17,14.698,211536668,0.0933,0.0583,9.351,4622,74.999,157223,19.363,0.222,Foundry USA
2227,8/22/16,582.629,228215,784796,311918,2.17E+11,1.74E+18,0.683,947533423,0.168,0.099,9.114,5062,174.672,459903,18.531,3.225,AntPool
1479,8/5/14,582.376,72688,323844,135559,18736441558,1.25E+17,15.816,304578622,0.097,0.0582,10.667,4984,120.461,178598,19.411,0.358,Foundry USA
1342,3/21/14,582.231,72905,234145,122140,4250217920,3.70E+16,73.326,319651837,0.117,0.0582,7.742,4782,100.925,189900,19.087,0.315,AntPool
1480,8/6/14,581.009,80238,287515,139628,18736441558,1.36E+17,17.516,196107301,0.0953,0.0581,8.78,3389,95.339,182014,19.445,0.321,Foundry USA
2226,8/21/16,580.948,184741,614827,262973,2.17E+11,1.72E+18,0.705,556537103,0.159,0.0966,8.834,4204,143.726,385756,18.526,2.428,AntPool
2229,8/24/16,580.74,234978,756206,311175,2.17E+11,1.58E+18,0.722,1043118540,0.16,0.105,9.474,5262,156.385,466246,18.616,3.291,unknown
2150,6/6/16,580.536,221001,705374,309392,1.99E+11,1.68E+18,1.49,907538925,0.137,0.0615,8.471,5148,148.047,446221,19.463,1.213,F2Pool
1320,2/27/14,580.375,70671,207773,117404,3129573175,2.93E+16,93.461,308004276,0.118,0.058,7.66,4585,160.041,184914,21.015,0.307,unknown
1408,5/26/14,580.277,66849,249788,112414,10455720138,8.45E+16,27.2,401667670,0.109,0.058,9.114,6623,120.383,171102,19.791,0.318,Foundry USA
2239,9/3/16,579.773,182078,769859,275683,2.21E+11,1.50E+18,0.629,632951393,0.164,0.087,11.429,4161,137.746,407118,18.482,3.171,Foundry USA
2151,6/7/16,579.599,230876,803520,318170,1.99E+11,1.47E+18,1.397,988193343,0.132,0.0614,10.286,5375,147.721,442725,19.467,1.479,MARA Pool
1347,3/26/14,579.582,68156,243656,112316,5006860589,3.94E+16,58.742,274012168,0.129,0.058,9.057,4414,118.297,169416,19.03,0.381,Foundry USA
2155,6/11/16,579.549,213003,696038,290012,1.96E+11,1.48E+18,1.542,913061730,0.126,0.0603,9.231,5144,157.753,414577,19.426,1.173,unknown
1315,2/22/14,578.305,58493,184890,102668,3129573175,2.49E+16,104.883,201123773,0.122,0.0578,8,3874,169.845,155997,21.392,0.274,Luxor
2231,8/26/16,578.283,226635,844329,303177,2.17E+11,1.41E+18,0.702,989798943,0.159,0.105,10.909,5336,183.798,414477,18.618,3.649,Foundry USA
1346,3/25/14,577.854,71726,246453,110138,5006860589,4.28E+16,53.197,272046156,0.117,0.0578,9.172,4506,128.171,166956,19.012,0.37,Braiins Pool
2225,8/20/16,577.708,208069,713966,287944,2.17E+11,1.72E+18,0.673,911496553,0.17,0.107,9.29,5856,159.995,453235,18.546,3.065,F2Pool
2235,8/30/16,576.744,251838,783145,339407,2.21E+11,1.63E+18,0.75,744202679,0.155,0.104,8.78,4186,177.927,471368,18.521,3.196,F2Pool
2219,8/14/16,576.272,200011,639670,270190,2.02E+11,1.60E+18,0.755,578163806,0.178,0.104,8.834,4944,196.67,394563,18.769,2.938,AntPool
2230,8/25/16,575.66,233879,867973,305390,2.17E+11,1.59E+18,0.613,990564004,0.159,0.107,11.077,5246,186.958,401522,18.614,3.826,Foundry USA
2211,8/6/16,575.443,195503,619162,262990,2.02E+11,1.74E+18,0.706,559429850,0.176,0.078,8.675,4472,178.387,387108,18.905,2.798,F2Pool
1427,6/14/14,575.029,53418,175457,96697,11756551917,1.02E+17,25.211,244645116,0.0978,0.0575,8.09,4922,94.236,149791,19.936,0.205,AntPool
1473,7/30/14,574.994,65981,230619,125376,18736441558,1.51E+17,16.409,201331915,0.0961,0.0575,8.372,3578,122.678,158476,19.253,0.257,unknown
1306,2/13/14,574.95,67161,217642,97361,2621404453,2.37E+16,108.42,343689715,0.12,0.0575,8.09,5916,179.395,164040,21.17,0.316,AntPool
1474,7/31/14,574.929,69607,265350,117134,18736441558,1.52E+17,14.636,188869785,0.093,0.0575,9.351,3486,103.666,155541,19.255,0.292,F2Pool
2234,8/29/16,574.891,225133,808839,296549,2.18E+11,1.76E+18,0.629,744219660,0.164,0.101,9.664,4373,182.76,449032,18.614,3.343,F2Pool
2224,8/19/16,574.592,245941,790719,318964,2.17E+11,1.61E+18,0.715,856252373,0.189,0.115,9.351,5549,214.331,425432,18.692,4.031,Foundry USA
2152,6/8/16,574.524,229789,802157,309831,1.96E+11,1.43E+18,1.462,951443438,0.126,0.0618,10,5002,148.887,432718,19.347,1.382,BTC.com
2222,8/17/16,574.509,237880,949718,322568,2.17E+11,1.38E+18,0.672,807356243,0.178,0.104,11.707,4826,177.838,466782,18.726,4.578,F2Pool
2236,8/31/16,574.462,225226,834663,309550,2.21E+11,1.58E+18,0.631,795092143,0.159,0.0909,10.746,4545,173.26,447987,18.317,3.598,Foundry USA
2153,6/9/16,574.28,236188,720538,329488,1.96E+11,1.54E+18,1.562,987039082,0.129,0.0617,8.727,5084,160.8,464860,19.338,1.275,Foundry USA
2232,8/27/16,574.184,190954,686820,270425,2.17E+11,1.43E+18,0.743,676892144,0.167,0.0908,10,4398,129.249,410703,18.617,2.992,Foundry USA
2149,6/5/16,573.875,189632,611143,262657,1.99E+11,1.42E+18,1.731,810825694,0.134,0.0617,8.471,5531,129.065,410251,19.537,1.029,Binance Pool
2223,8/18/16,573.871,239387,798776,320596,2.17E+11,1.52E+18,0.757,972277893,0.183,0.104,9.351,5576,189.454,429466,18.708,3.823,Foundry USA
1409,5/27/14,573.388,68388,296678,119964,10455720138,7.51E+16,26.066,516965797,0.102,0.0573,10.588,7821,125.148,179207,19.804,0.357,Poolin
2238,9/2/16,573.174,225703,726568,306405,2.21E+11,1.66E+18,0.678,673237407,0.146,0.093,9.412,4046,193.185,433829,18.478,2.913,ViaBTC
2237,9/1/16,573.069,237326,849162,316754,2.21E+11,1.53E+18,0.68,753339996,0.153,0.103,10.286,4314,196.9,426749,18.447,3.503,Foundry USA
2154,6/10/16,573.047,228223,822570,316057,1.96E+11,1.46E+18,1.437,1103171341,0.133,0.0615,10,5771,171.654,456051,19.453,1.447,ViaBTC
2210,8/5/16,573.026,228075,700963,299098,2.02E+11,1.64E+18,0.763,946683575,0.187,0.0942,8.521,5752,186.638,418707,18.952,3.411,F2Pool
1319,2/26/14,572.999,72992,232944,134012,3129573175,2.66E+16,99.284,376345372,0.117,0.0573,7.826,5374,218.533,201441,21.053,0.323,AntPool
2209,8/4/16,572.822,231682,780660,300089,2.02E+11,1.58E+18,0.72,1222587226,0.172,0.104,9.412,7424,209.275,437325,19.005,3.511,Poolin
2233,8/28/16,572.17,174337,608445,247605,2.17E+11,1.65E+18,0.675,567836438,0.161,0.0894,9.474,4268,130.672,354909,18.602,2.512,AntPool
2221,8/16/16,571.996,254296,919992,336091,2.17E+11,1.47E+18,0.691,1048494190,0.187,0.112,10.667,6221,200.447,493590,18.751,4.695,Luxor
1410,5/28/14,571.987,72169,248998,128153,10455720138,8.34E+16,29.06,458152717,0.111,0.0572,8.521,6714,111.966,184385,19.809,0.33,F2Pool
2148,6/4/16,571.159,196546,840473,262486,1.99E+11,1.35E+18,1.282,659106024,0.135,0.0604,12.101,4332,126.434,410980,19.594,1.538,ViaBTC
1317,2/24/14,570.345,73605,225871,136431,3129573175,2.83E+16,96.52,386098630,0.118,0.057,7.539,6169,204.514,215155,21.272,0.319,Foundry USA
1439,6/26/14,569.836,61261,205682,108058,13462580115,1.18E+17,20.702,260783003,0.0943,0.057,8.421,4704,104.453,159489,19.472,0.237,Foundry USA
2220,8/15/16,569.003,202750,809687,276740,2.03E+11,1.64E+18,0.655,853818491,0.192,0.103,9.863,5824,212.707,461779,18.754,3.612,unknown
1438,6/25/14,568.912,64210,203486,119094,13462580115,1.27E+17,21.008,252642484,0.11,0.0569,7.701,4378,102.138,175682,19.477,0.264,ViaBTC
1486,8/12/14,568.256,76808,256462,140881,19729645941,1.83E+17,13.519,360690776,0.0927,0.0568,8.276,5415,101.963,176283,19.434,0.288,Foundry USA
1321,2/28/14,567.657,70109,236553,113307,3440425944,3.14E+16,81.992,298304378,0.133,0.0568,7.956,4616,192.434,196558,20.973,0.362,Luxor
1411,5/29/14,566.816,65221,271715,116153,10455720138,7.65E+16,26.207,349238998,0.104,0.0567,10.213,5568,113.45,171882,19.805,0.339,F2Pool
1428,6/15/14,565.303,53726,171720,90352,11756551917,1.09E+17,24.782,228544863,0.1,0.0565,7.579,4672,74.613,176671,19.929,0.201,Foundry USA
1314,2/21/14,565.081,69238,255432,124384,3129573175,2.65E+16,81.316,269586809,0.113,0.0565,9.474,4166,246.044,178725,21.367,0.365,AntPool
1344,3/23/14,564.372,57597,144833,88224,4250217920,4.19E+16,72.15,174075791,0.109,0.0564,6.729,3281,77.393,149541,19.092,0.208,F2Pool
1345,3/24/14,563.641,70795,217219,109389,4270341395,4.04E+16,65.813,349307309,0.103,0.0564,7.66,5486,102.534,192846,19.092,0.277,AntPool
1343,3/22/14,563.348,66503,242950,98840,4250217920,3.86E+16,62.296,217887521,0.149,0.0563,8.471,3540,95.977,169700,19.082,0.413,AntPool
1323,3/2/14,561.09,56495,239181,101092,3815723799,2.80E+16,70.374,257741782,0.108,0.0561,10.286,5415,140.908,159534,20.972,0.309,Foundry USA
1322,3/1/14,560.083,63258,261161,119982,3815723799,3.03E+16,66.869,417942553,0.112,0.056,10,7155,165.668,181806,20.967,0.349,F2Pool
1407,5/25/14,559.931,57405,219267,104604,10455720138,7.97E+16,28.346,445383086,0.0989,0.056,8.944,8072,108.389,187442,19.795,0.252,Binance Pool
1249,12/18/13,554.522,81311,203992,116199,908350862,9.24E+15,299.68,1059404840,0.127,0.0555,7.236,13767,347.128,181244,21.837,0.374,Binance Pool
2208,8/3/16,552.184,241616,790970,313210,2.02E+11,1.57E+18,0.754,838752182,0.173,0.099,8.675,5732,217.449,447802,19.035,3.521,Foundry USA
2147,6/3/16,551.979,234527,832476,304099,1.99E+11,1.39E+18,1.429,822002409,0.129,0.0642,10.141,4555,130.044,443089,19.64,1.518,Foundry USA
1487,8/13/14,551.058,75593,316679,138846,19729645941,1.60E+17,12.546,346029394,0.0905,0.0551,9.931,5092,105.354,174074,19.453,0.342,Foundry USA
1219,11/18/13,550.5,78876,255138,111201,609482680,5.11E+15,423.357,999095765,0.19,0.0551,9.231,14798,546.733,164695,21.375,0.695,AntPool
1307,2/14/14,547.519,74698,224662,107024,2621404453,2.38E+16,110.106,370047079,0.125,0.0548,7.539,5922,186.211,177305,21.184,0.358,Binance Pool
1348,3/27/14,543.197,71546,238780,128074,5006860589,4.00E+16,58.957,396658564,0.104,0.0543,8.324,5997,125.559,183194,19.083,0.318,ViaBTC
2144,5/31/16,535.416,215122,866937,292466,1.99E+11,1.42E+18,1.215,1116769826,0.13,0.0622,11.339,6367,151.827,435775,19.81,1.623,F2Pool
2146,6/2/16,534.594,230961,826756,296969,1.99E+11,1.47E+18,1.276,998839950,0.135,0.064,10.435,5414,116.842,439406,19.576,1.669,Braiins Pool
2143,5/30/16,533.135,211224,891660,297260,1.99E+11,1.34E+18,1.457,904588186,0.146,0.0619,10,5666,126.556,492783,19.673,1.583,AntPool
2145,6/1/16,532.201,234241,839229,307193,1.99E+11,1.26E+18,1.539,929754823,0.128,0.0618,10.07,5354,121.691,450917,19.829,1.548,AntPool
1405,5/23/14,529.149,72645,250943,120105,8853416309,7.28E+16,30.066,611921602,0.0927,0.0529,8.727,8939,123.206,176498,19.131,0.308,MARA Pool
2142,5/29/16,522.366,178595,679996,252561,1.99E+11,1.47E+18,1.32,1090226164,0.14,0.0649,9.796,8006,139.838,369009,19.381,1.29,AntPool
1495,8/21/14,521.423,72999,251501,130843,23844670039,2.00E+17,10.769,357459604,0.0817,0.0521,8.727,5432,124.934,173399,19.694,0.277,unknown
1406,5/24/14,519.347,52718,192842,77546,9612949943,7.85E+16,25.554,458552496,0.111,0.0519,9.351,8843,97.066,125130,19.8,0.292,AntPool
1488,8/14/14,518.99,78902,259241,131278,19729645941,1.56E+17,15.012,334586959,0.0802,0.0519,8,4832,120.601,177173,19.49,0.271,Foundry USA
1368,4/16/14,517.354,68435,270984,114312,6119726089,5.13E+16,40.201,389249585,0.108,0.0517,9.057,6046,129.799,185075,19.146,0.359,AntPool
1501,8/27/14,514.911,74412,253728,124930,23844670039,1.99E+17,10.965,707613540,0.0799,0.0515,8.521,9859,123.567,168676,19.746,0.273,AntPool
1496,8/22/14,513.078,66841,247901,123720,23844670039,1.96E+17,10.287,1586703563,0.0826,0.0513,9.172,25524,110.473,161743,19.662,0.274,Foundry USA
1502,8/28/14,509.791,68455,224426,120854,23844670039,2.10E+17,10.545,335942164,0.0774,0.051,8.324,5418,108.88,170216,19.843,0.24,unknown
1404,5/22/14,509.156,73171,244693,108351,8853416309,7.69E+16,28.551,364062841,0.0888,0.0509,8.372,5282,108.972,163160,19.152,0.297,Foundry USA
1500,8/26/14,507.703,72487,244584,131694,23844670039,1.84E+17,11.94,843866241,0.081,0.0508,8.324,12550,123.023,169392,19.739,0.267,F2Pool
1503,8/29/14,506.639,68444,211590,110614,23844670039,2.03E+17,10.634,276692995,0.0772,0.0507,8.471,4325,115.211,144884,19.85,0.245,AntPool
1489,8/15/14,506.064,73028,258617,123034,19729645941,1.67E+17,12.53,333584813,0.0834,0.0506,8.727,5259,91.219,163559,19.502,0.292,unknown
1369,4/17/14,505.461,65021,223631,102596,6328150817,5.26E+16,40.706,385378002,0.117,0.0505,8.521,6384,102.416,157751,19.092,0.355,MARA Pool
1498,8/24/14,504.419,56549,242072,110270,23844670039,1.90E+17,9.697,164706657,0.0807,0.0504,9.863,3660,99.956,190496,19.691,0.248,AntPool
1491,8/17/14,504.405,60053,212242,103318,19729645941,1.60E+17,13.48,203831068,0.313,0.0504,8.471,4102,93.794,183744,19.54,0.873,ViaBTC
1497,8/23/14,503.706,57431,195444,100604,23844670039,1.85E+17,11.042,286213593,0.0756,0.0504,8.889,6073,94.338,135388,19.7,0.213,ViaBTC
1499,8/25/14,502.862,69757,290449,122009,23844670039,1.63E+17,10.622,428870339,0.119,0.0503,10.511,7035,114.946,158368,19.711,0.479,extras/pool_name
1504,8/30/14,502.665,61032,186250,101469,23844670039,2.04E+17,11.234,232611687,0.0752,0.0503,7.912,4962,79.849,150886,19.946,0.201,Foundry USA
1349,3/28/14,502.664,66905,219985,120349,5006860589,4.58E+16,47.856,386798620,0.0926,0.0503,8.276,6215,106.149,183067,19.232,0.283,Binance Pool
1490,8/16/14,501.845,67816,310610,114912,19729645941,1.66E+17,12.008,280278308,0.0966,0.0502,9.114,4990,66.782,159823,19.533,0.33,SBI Crypto
1372,4/20/14,501.271,48865,169511,88713,6978842650,5.80E+16,38.56,196288922,0.111,0.0501,8.09,4180,87.891,164288,19.046,0.244,F2Pool
1318,2/25/14,499.8,79921,281565,147032,3129573175,2.79E+16,72.495,511705787,0.111,0.05,8.944,7065,260.112,209217,20.957,0.439,Foundry USA
1350,3/29/14,499.324,53095,172899,90752,5006860589,4.24E+16,51.685,176170531,0.0921,0.0499,8.229,3775,89.258,145688,19.236,0.224,F2Pool
1373,4/21/14,498.97,57939,190616,93895,6978842650,6.23E+16,34.316,340647125,0.107,0.0499,8.421,6198,83.943,142367,19.04,0.292,unknown
2141,5/28/16,496.908,192921,863282,281494,1.99E+11,1.43E+18,1.177,1594980088,0.135,0.0653,10.827,9433,138.155,436334,19.19,1.551,Binance Pool
1221,11/20/13,494.668,77394,233175,106342,609482680,4.98E+15,410.164,787461023,0.162,0.0495,8.78,11123,409.451,165510,21.418,0.614,Luxor
1403,5/21/14,492.31,68730,236716,101327,8853416309,7.59E+16,28.475,327214160,0.0917,0.0492,8.229,5053,113.513,157967,19.145,0.292,AntPool
1374,4/22/14,491.704,77888,288040,125522,6978842650,5.65E+16,33.61,412597054,0.0966,0.0492,9.351,5470,88.093,183641,18.996,0.396,F2Pool
1494,8/20/14,491.137,73673,242922,131550,23844670039,1.99E+17,10.446,235838463,0.0798,0.0491,8.521,3728,124.112,164109,19.587,0.283,ViaBTC
1371,4/19/14,490.961,53356,193237,93159,6978842650,5.69E+16,34.435,208459964,0.116,0.0491,9.057,4168,84.763,141149,19.054,0.317,F2Pool
1505,8/31/14,488.836,57567,179521,102679,23901860904,2.25E+17,10.252,210174636,0.0755,0.0489,7.66,4343,93.017,177973,19.938,0.189,MARA Pool
1367,4/15/14,487.666,72627,241539,123107,6119726089,5.76E+16,38.65,293892234,0.111,0.0488,7.912,4479,123.089,199054,19.124,0.362,ViaBTC
1376,4/24/14,487.399,72543,279755,103639,6978842650,5.61E+16,32.911,187824879,0.1,0.0487,9.536,2944,83.931,168337,19.216,0.395,Foundry USA
1375,4/23/14,486.543,73789,241953,103825,6978842650,5.77E+16,34.897,301525635,0.096,0.0487,8.727,4459,63.8,156727,19.186,0.353,F2Pool
1370,4/18/14,485.296,56836,205478,100633,6978842650,5.44E+16,35.818,360602878,0.104,0.0485,9,6461,107.713,149452,19.054,0.304,AntPool
1510,9/5/14,484.581,67893,272683,119571,27428630902,2.07E+17,8.531,174210934,0.0788,0.0485,9.931,3483,107.709,162021,19.891,0.304,F2Pool
1515,9/10/14,482.398,72401,306966,124968,27428630902,2.07E+17,9.157,177920607,0.0849,0.0482,9.172,3075,113.096,208813,19.848,0.324,Luxor
1512,9/7/14,481.745,60197,252307,114956,27428630902,2.32E+17,8.087,127090588,0.158,0.0482,9.29,2946,72.871,219086,19.885,0.509,F2Pool
1511,9/6/14,481.482,63190,195600,101438,27428630902,2.16E+17,9.979,119316084,0.0733,0.0481,8.045,2412,85.963,138400,19.891,0.215,F2Pool
1509,9/4/14,481.297,70652,249831,124470,27428630902,2.31E+17,8.269,169962850,0.0763,0.0481,9.114,3043,119.91,153659,19.91,0.283,Poolin
1506,9/1/14,479.421,70247,296280,117614,27428630902,2.22E+17,7.375,277292641,0.0745,0.0479,10.588,4833,97.231,169807,19.89,0.321,AntPool
1507,9/2/14,477.176,71762,282380,123859,27428630902,1.95E+17,9.013,219258267,0.0771,0.0477,9.796,3921,102.216,163408,19.901,0.315,Binance Pool
1493,8/19/14,476.972,74554,221648,131600,20349111934,2.05E+17,10.84,253429611,0.0819,0.0477,7.742,3966,118.492,165627,19.582,0.275,Foundry USA
1519,9/14/14,476.655,67497,274740,122259,29829733124,2.54E+17,7.42,133576233,0.0793,0.0477,9.114,2563,77.518,210350,19.835,0.284,AntPool
1492,8/18/14,476.384,72560,210528,130078,19729645941,1.76E+17,13.403,408176781,0.0772,0.0476,7.273,6320,116.999,173736,19.556,0.238,Foundry USA
1353,4/1/14,476.297,63965,217939,119098,5006860589,4.52E+16,45.155,305511104,0.0917,0.0476,8.421,5165,133.994,179703,19.306,0.288,Foundry USA
1516,9/11/14,475.58,65856,216259,117103,27428630902,2.13E+17,9.501,152111365,0.0733,0.0476,8.471,3186,109.037,154868,19.847,0.239,Binance Pool
1518,9/13/14,475.441,61065,181268,102936,27800072130,2.35E+17,9.192,111089714,0.0743,0.0475,7.956,2507,98.269,134902,19.839,0.211,Foundry USA
1508,9/3/14,475.398,71699,238464,117748,27428630902,2.16E+17,9.338,180913544,0.0738,0.0475,8.521,3284,106.199,153695,19.906,0.263,Foundry USA
1520,9/15/14,474.915,78508,288920,128955,29829733124,2.26E+17,8.332,158250795,0.074,0.0475,9.114,2767,103.054,167581,19.828,0.309,unknown
1517,9/12/14,472.322,68230,242303,118625,27428630902,2.32E+17,7.864,162376894,0.0741,0.0472,9.351,3142,119.984,146025,19.847,0.278,Foundry USA
2140,5/27/16,472.112,215157,948048,306728,1.99E+11,1.31E+18,1.276,1724155190,0.156,0.064,10.36,9042,150.604,456557,19.088,2.001,Foundry USA
1513,9/8/14,470.073,75622,296688,127558,27428630902,2.11E+17,8.036,197925912,0.0759,0.047,10,3173,98.75,170240,19.884,0.339,AntPool
1351,3/30/14,469.428,56713,232368,84194,5006860589,3.95E+16,41.739,264492045,0.0901,0.0469,10.286,5196,93.739,166899,19.223,0.311,MARA Pool
1521,9/16/14,467.613,87063,296230,148865,29829733124,2.46E+17,8.155,155672006,0.0771,0.0468,8.421,2276,90.653,200391,19.837,0.335,Luxor
1514,9/9/14,466.454,81666,352470,140375,27428630902,1.93E+17,8.867,193799711,0.0806,0.0466,9.863,2969,99.998,170050,19.881,0.386,AntPool
1354,4/2/14,466.322,66716,196163,120095,5006860589,4.37E+16,52.707,331870308,0.0926,0.0466,7.31,5175,119.097,179902,19.37,0.269,ViaBTC
